settlement_id,merchant_id,payment_id,account_id,settlement_amount,settlement_status,initiated_at,completed_at,bank_reference
SET0000436,MER000019,PAY0001457,ACC000019,64254,Completed,2024-11-25 07:48:00,2024-11-26 10:48:00,BNKREF10000435
SET0000437,MER000019,PAY0001183,ACC000019,9998,Completed,2025-10-09 08:40:00,2025-10-10 14:40:00,BNKREF10000436
SET0000438,MER000012,PAY0000826,ACC000012,59697,Completed,2025-06-11 23:17:00,2025-06-13 00:17:00,BNKREF10000437
SET0000439,MER000063,PAY0000671,ACC000063,12308,Completed,2025-08-18 00:55:00,2025-08-20 00:55:00,BNKREF10000438
SET0000440,MER000059,PAY0001301,ACC000059,52229,Completed,2025-11-11 22:22:00,2025-11-13 10:22:00,BNKREF10000439
SET0000441,MER000028,PAY0000880,ACC000028,44370,Completed,2024-08-04 15:17:00,2024-08-05 11:17:00,BNKREF10000440
SET0000442,MER000017,PAY0001160,ACC000017,6121,Completed,2025-05-11 10:57:00,2025-05-11 15:57:00,BNKREF10000441
SET0000443,MER000013,PAY0001283,ACC000013,57940,Completed,2025-04-15 00:07:00,2025-04-15 12:07:00,BNKREF10000442
SET0000444,MER000059,PAY0000002,ACC000059,39666,Completed,2025-03-14 06:44:00,2025-03-16 01:44:00,BNKREF10000443
SET0000445,MER000021,PAY0000562,ACC000021,87198,Completed,2024-04-05 20:23:00,2024-04-06 21:23:00,BNKREF10000444
SET0000446,MER000022,PAY0000107,ACC000022,56360,Completed,2025-02-09 20:19:00,2025-02-10 12:19:00,BNKREF10000445
SET0000447,MER000012,PAY0001442,ACC000012,77914,Completed,2024-04-07 00:13:00,2024-04-07 10:13:00,BNKREF10000446
SET0000448,MER000029,PAY0001064,ACC000029,45132,Initiated,2025-11-27 14:00:00,,
SET0000449,MER000016,PAY0000865,ACC000016,95882,Completed,2024-05-15 15:04:00,2024-05-15 22:04:00,BNKREF10000448
SET0000450,MER000014,PAY0000212,ACC000014,98817,Completed,2024-11-16 11:56:00,2024-11-17 13:56:00,BNKREF10000449
SET0000451,MER000018,PAY0001314,ACC000018,80095,Completed,2025-11-24 04:04:00,2025-11-24 06:04:00,BNKREF10000450
SET0000452,MER000022,PAY0000902,ACC000022,54063,Completed,2024-12-25 23:13:00,2024-12-26 10:13:00,BNKREF10000451
SET0000453,MER000057,PAY0000445,ACC000057,95783,Completed,2024-03-29 03:08:00,2024-03-30 18:08:00,BNKREF10000452
SET0000454,MER000050,PAY0000720,ACC000050,36402,Initiated,2025-03-15 10:50:00,,
SET0000455,MER000011,PAY0000509,ACC000011,90602,Completed,2025-07-20 19:38:00,2025-07-21 15:38:00,BNKREF10000454
SET0000456,MER000004,PAY0001349,ACC000004,98121,Completed,2024-11-04 06:33:00,2024-11-04 20:33:00,BNKREF10000455
SET0000457,MER000051,PAY0000606,ACC000051,64965,Completed,2025-10-23 01:50:00,2025-10-23 18:50:00,BNKREF10000456
SET0000458,MER000050,PAY0000231,ACC000050,1681,Completed,2024-09-03 15:40:00,2024-09-05 02:40:00,BNKREF10000457
SET0000459,MER000047,PAY0000649,ACC000047,47995,Completed,2024-05-15 12:55:00,2024-05-16 16:55:00,BNKREF10000458
SET0000460,MER000070,PAY0001399,ACC000070,77086,Initiated,2024-06-25 15:49:00,,
SET0000461,MER000009,PAY0000029,ACC000009,66502,Completed,2024-09-25 06:02:00,2024-09-26 09:02:00,BNKREF10000460
SET0000462,MER000037,PAY0001288,ACC000037,84056,Completed,2025-05-28 13:27:00,2025-05-28 20:27:00,BNKREF10000461
SET0000463,MER000069,PAY0001102,ACC000069,10457,Initiated,2025-09-22 04:17:00,,
SET0000464,MER000066,PAY0000417,ACC000066,85275,Completed,2024-06-08 17:20:00,2024-06-10 11:20:00,BNKREF10000463
SET0000465,MER000009,PAY0000636,ACC000009,11400,Completed,2025-03-23 23:54:00,2025-03-24 16:54:00,BNKREF10000464
SET0000466,MER000056,PAY0000238,ACC000056,87404,Initiated,2025-04-09 19:38:00,,
SET0000467,MER000023,PAY0000245,ACC000023,65165,Completed,2024-01-13 22:08:00,2024-01-14 10:08:00,BNKREF10000466
SET0000468,MER000045,PAY0001072,ACC000045,98374,Completed,2025-06-13 23:16:00,2025-06-14 09:16:00,BNKREF10000467
SET0000469,MER000035,PAY0000242,ACC000035,8471,Completed,2024-01-31 10:51:00,2024-02-01 21:51:00,BNKREF10000468
SET0000470,MER000034,PAY0001459,ACC000034,47302,Completed,2025-08-13 20:04:00,2025-08-15 06:04:00,BNKREF10000469
SET0000471,MER000008,PAY0001024,ACC000008,75323,Completed,2025-08-03 05:23:00,2025-08-03 13:23:00,BNKREF10000470
SET0000472,MER000015,PAY0000468,ACC000015,32153,Completed,2025-06-05 00:02:00,2025-06-05 02:02:00,BNKREF10000471
SET0000473,MER000006,PAY0000967,ACC000006,72565,Completed,2025-01-07 12:58:00,2025-01-07 16:58:00,BNKREF10000472
SET0000474,MER000054,PAY0000460,ACC000054,35654,Completed,2024-11-25 07:26:00,2024-11-26 05:26:00,BNKREF10000473
SET0000475,MER000010,PAY0001171,ACC000010,23607,Completed,2025-01-16 03:32:00,2025-01-16 08:32:00,BNKREF10000474
SET0000476,MER000029,PAY0001057,ACC000029,40823,Completed,2024-02-17 12:04:00,2024-02-18 08:04:00,BNKREF10000475
SET0000477,MER000042,PAY0000177,ACC000042,73999,Completed,2025-07-20 14:00:00,2025-07-21 10:00:00,BNKREF10000476
SET0000478,MER000039,PAY0001276,ACC000039,25714,Completed,2024-09-05 14:23:00,2024-09-06 23:23:00,BNKREF10000477
SET0000479,MER000070,PAY0000503,ACC000070,71081,Completed,2024-06-03 00:59:00,2024-06-03 16:59:00,BNKREF10000478
SET0000480,MER000045,PAY0001303,ACC000045,96841,Completed,2024-01-10 10:00:00,2024-01-11 12:00:00,BNKREF10000479
SET0000481,MER000040,PAY0000213,ACC000040,18761,Completed,2024-07-29 16:15:00,2024-07-29 21:15:00,BNKREF10000480
SET0000482,MER000036,PAY0000191,ACC000036,91961,Completed,2024-02-14 07:57:00,2024-02-15 11:57:00,BNKREF10000481
SET0000483,MER000048,PAY0000939,ACC000048,51788,Completed,2024-03-27 18:06:00,2024-03-29 12:06:00,BNKREF10000482
SET0000484,MER000010,PAY0001213,ACC000010,31134,Completed,2025-08-04 01:27:00,2025-08-04 11:27:00,BNKREF10000483
SET0000485,MER000038,PAY0000535,ACC000038,41788,Completed,2024-11-18 12:44:00,2024-11-19 10:44:00,BNKREF10000484
SET0000486,MER000058,PAY0000557,ACC000058,76738,Initiated,2024-08-27 02:12:00,,
SET0000487,MER000014,PAY0000319,ACC000014,15925,Completed,2024-04-18 05:28:00,2024-04-19 09:28:00,BNKREF10000486
SET0000488,MER000069,PAY0000734,ACC000069,11951,Completed,2024-07-31 14:19:00,2024-07-31 23:19:00,BNKREF10000487
SET0000489,MER000021,PAY0001406,ACC000021,43064,Completed,2024-11-07 22:44:00,2024-11-08 13:44:00,BNKREF10000488
SET0000490,MER000019,PAY0000187,ACC000019,39269,Completed,2024-09-11 11:25:00,2024-09-13 08:25:00,BNKREF10000489
SET0000491,MER000034,PAY0000357,ACC000034,32848,Completed,2024-02-01 12:54:00,2024-02-03 01:54:00,BNKREF10000490
SET0000492,MER000013,PAY0000947,ACC000013,29235,Initiated,2024-04-14 04:07:00,,
SET0000493,MER000017,PAY0000406,ACC000017,11115,Completed,2025-02-14 11:43:00,2025-02-16 06:43:00,BNKREF10000492
SET0000494,MER000034,PAY0000154,ACC000034,16980,Completed,2024-01-23 02:12:00,2024-01-24 08:12:00,BNKREF10000493
SET0000495,MER000012,PAY0000680,ACC000012,75320,Initiated,2024-05-05 01:29:00,,
SET0000496,MER000056,PAY0001484,ACC000056,22750,Completed,2025-02-08 15:01:00,2025-02-09 20:01:00,BNKREF10000495
SET0000497,MER000046,PAY0000440,ACC000046,4641,Completed,2024-07-10 08:17:00,2024-07-10 19:17:00,BNKREF10000496
SET0000498,MER000032,PAY0001326,ACC000032,8092,Completed,2024-10-29 15:26:00,2024-10-30 23:26:00,BNKREF10000497
SET0000499,MER000012,PAY0000573,ACC000012,32756,Completed,2025-01-27 04:26:00,2025-01-28 15:26:00,BNKREF10000498
SET0000500,MER000070,PAY0000040,ACC000070,45193,Completed,2025-01-26 22:22:00,2025-01-28 07:22:00,BNKREF10000499
SET0000501,MER000065,PAY0000659,ACC000065,78365,Initiated,2025-02-01 08:11:00,,
SET0000502,MER000029,PAY0000061,ACC000029,46949,Failed,2024-10-14 01:51:00,2024-10-15 12:51:00,BNKREF10000501
SET0000503,MER000030,PAY0000327,ACC000030,96707,Completed,2024-04-12 07:42:00,2024-04-13 19:42:00,BNKREF10000502
SET0000504,MER000008,PAY0000450,ACC000008,23181,Completed,2025-08-12 12:22:00,2025-08-13 01:22:00,BNKREF10000503
SET0000505,MER000031,PAY0001214,ACC000031,3797,Completed,2024-11-21 23:44:00,2024-11-23 14:44:00,BNKREF10000504
SET0000506,MER000046,PAY0001163,ACC000046,71157,Completed,2025-07-31 04:36:00,2025-08-01 13:36:00,BNKREF10000505
SET0000507,MER000040,PAY0000360,ACC000040,78961,Initiated,2025-05-17 01:05:00,,
SET0000508,MER000029,PAY0000041,ACC000029,26506,Completed,2025-06-23 15:00:00,2025-06-25 08:00:00,BNKREF10000507
SET0000509,MER000017,PAY0000698,ACC000017,76988,Initiated,2024-06-30 10:03:00,,
SET0000510,MER000019,PAY0000228,ACC000019,51951,Completed,2025-06-22 11:04:00,2025-06-24 07:04:00,BNKREF10000509
SET0000511,MER000013,PAY0000690,ACC000013,57361,Failed,2024-11-05 10:08:00,2024-11-07 10:08:00,BNKREF10000510
SET0000512,MER000063,PAY0001330,ACC000063,80540,Failed,2024-11-20 05:45:00,2024-11-22 03:45:00,BNKREF10000511
SET0000513,MER000046,PAY0000458,ACC000046,96306,Completed,2025-11-12 18:52:00,2025-11-13 15:52:00,BNKREF10000512
SET0000514,MER000038,PAY0000261,ACC000038,51427,Completed,2024-06-30 23:00:00,2024-07-02 13:00:00,BNKREF10000513
SET0000515,MER000005,PAY0000373,ACC000005,29053,Completed,2025-09-08 10:58:00,2025-09-10 03:58:00,BNKREF10000514
SET0000516,MER000014,PAY0001017,ACC000014,45557,Initiated,2024-05-24 10:47:00,,
SET0000517,MER000041,PAY0000344,ACC000041,95688,Completed,2025-10-13 02:52:00,2025-10-14 20:52:00,BNKREF10000516
SET0000518,MER000043,PAY0000915,ACC000043,46038,Completed,2024-01-12 08:13:00,2024-01-12 14:13:00,BNKREF10000517
SET0000519,MER000033,PAY0000222,ACC000033,21902,Completed,2024-01-02 01:24:00,2024-01-03 05:24:00,BNKREF10000518
SET0000520,MER000053,PAY0001010,ACC000053,75866,Completed,2025-01-22 11:34:00,2025-01-23 19:34:00,BNKREF10000519
SET0000521,MER000029,PAY0000334,ACC000029,2731,Completed,2025-04-07 02:51:00,2025-04-07 22:51:00,BNKREF10000520
SET0000522,MER000041,PAY0000535,ACC000041,21190,Completed,2024-04-17 02:21:00,2024-04-18 04:21:00,BNKREF10000521
SET0000523,MER000010,PAY0001121,ACC000010,92440,Failed,2024-04-05 10:38:00,2024-04-06 18:38:00,BNKREF10000522
SET0000524,MER000004,PAY0000884,ACC000004,7119,Completed,2025-10-31 05:38:00,2025-10-31 17:38:00,BNKREF10000523
SET0000525,MER000013,PAY0000679,ACC000013,95779,Completed,2024-07-29 06:26:00,2024-07-31 06:26:00,BNKREF10000524
SET0000526,MER000070,PAY0000544,ACC000070,51598,Completed,2025-11-07 09:19:00,2025-11-07 14:19:00,BNKREF10000525
SET0000527,MER000063,PAY0000315,ACC000063,86872,Completed,2024-02-25 11:00:00,2024-02-26 07:00:00,BNKREF10000526
SET0000528,MER000062,PAY0000409,ACC000062,10839,Completed,2024-04-09 00:13:00,2024-04-09 20:13:00,BNKREF10000527
SET0000529,MER000061,PAY0000237,ACC000061,34834,Completed,2024-11-11 12:30:00,2024-11-13 08:30:00,BNKREF10000528
SET0000530,MER000012,PAY0001315,ACC000012,48518,Completed,2025-07-11 12:11:00,2025-07-12 14:11:00,BNKREF10000529
SET0000531,MER000024,PAY0000913,ACC000024,35300,Completed,2024-02-15 08:28:00,2024-02-16 00:28:00,BNKREF10000530
SET0000532,MER000008,PAY0000310,ACC000008,54362,Completed,2025-11-14 03:05:00,2025-11-15 15:05:00,BNKREF10000531
SET0000533,MER000030,PAY0001134,ACC000030,90155,Completed,2024-03-03 12:52:00,2024-03-05 00:52:00,BNKREF10000532
SET0000534,MER000061,PAY0001173,ACC000061,93725,Initiated,2024-08-29 15:19:00,,
SET0000535,MER000005,PAY0001029,ACC000005,19426,Completed,2025-08-07 16:51:00,2025-08-09 09:51:00,BNKREF10000534
SET0000536,MER000016,PAY0000920,ACC000016,5693,Completed,2024-06-26 05:13:00,2024-06-26 15:13:00,BNKREF10000535
SET0000537,MER000055,PAY0000161,ACC000055,19482,Failed,2025-11-30 13:12:00,2025-12-02 07:12:00,BNKREF10000536
SET0000538,MER000034,PAY0000655,ACC000034,42846,Completed,2024-03-09 02:24:00,2024-03-10 15:24:00,BNKREF10000537
SET0000539,MER000036,PAY0001065,ACC000036,68593,Completed,2025-04-14 00:50:00,2025-04-15 15:50:00,BNKREF10000538
SET0000540,MER000054,PAY0000231,ACC000054,99502,Completed,2025-02-28 04:09:00,2025-03-01 19:09:00,BNKREF10000539
SET0000541,MER000013,PAY0000217,ACC000013,45171,Completed,2025-07-30 03:50:00,2025-07-31 15:50:00,BNKREF10000540
SET0000542,MER000053,PAY0000541,ACC000053,5010,Completed,2025-01-27 20:31:00,2025-01-29 04:31:00,BNKREF10000541
SET0000543,MER000023,PAY0000565,ACC000023,52754,Completed,2025-02-16 04:39:00,2025-02-18 02:39:00,BNKREF10000542
SET0000544,MER000005,PAY0000811,ACC000005,62387,Initiated,2024-12-05 22:15:00,,
SET0000545,MER000035,PAY0000763,ACC000035,36845,Completed,2024-01-21 10:52:00,2024-01-22 07:52:00,BNKREF10000544
SET0000546,MER000063,PAY0001426,ACC000063,42156,Completed,2024-04-10 07:08:00,2024-04-11 13:08:00,BNKREF10000545
SET0000547,MER000035,PAY0001493,ACC000035,57996,Initiated,2025-03-02 19:41:00,,
SET0000548,MER000028,PAY0000834,ACC000028,67637,Completed,2025-05-11 16:55:00,2025-05-11 21:55:00,BNKREF10000547
SET0000549,MER000021,PAY0000135,ACC000021,74637,Completed,2024-11-14 22:32:00,2024-11-16 09:32:00,BNKREF10000548
SET0000550,MER000004,PAY0000356,ACC000004,4434,Initiated,2024-07-16 06:53:00,,
SET0000551,MER000059,PAY0000104,ACC000059,66307,Completed,2025-01-04 22:12:00,2025-01-06 05:12:00,BNKREF10000550
SET0000552,MER000051,PAY0001302,ACC000051,77962,Completed,2024-05-06 21:01:00,2024-05-08 06:01:00,BNKREF10000551
SET0000553,MER000058,PAY0000364,ACC000058,34003,Completed,2025-04-30 18:35:00,2025-05-01 06:35:00,BNKREF10000552
SET0000554,MER000012,PAY0000584,ACC000012,28191,Completed,2024-01-29 12:03:00,2024-01-31 02:03:00,BNKREF10000553
SET0000555,MER000029,PAY0001326,ACC000029,67376,Completed,2024-08-18 21:13:00,2024-08-20 01:13:00,BNKREF10000554
SET0000556,MER000003,PAY0001398,ACC000003,22801,Initiated,2024-01-10 15:58:00,,
SET0000557,MER000002,PAY0000459,ACC000002,93078,Completed,2024-09-15 19:51:00,2024-09-17 18:51:00,BNKREF10000556
SET0000558,MER000036,PAY0000868,ACC000036,39702,Completed,2025-01-20 11:29:00,2025-01-21 18:29:00,BNKREF10000557
SET0000559,MER000067,PAY0001278,ACC000067,86916,Initiated,2025-02-10 18:06:00,,
SET0000560,MER000048,PAY0001150,ACC000048,14269,Completed,2025-10-24 19:38:00,2025-10-26 16:38:00,BNKREF10000559
SET0000561,MER000062,PAY0000131,ACC000062,34329,Completed,2024-12-10 08:40:00,2024-12-11 03:40:00,BNKREF10000560
SET0000562,MER000039,PAY0000386,ACC000039,78747,Completed,2024-06-02 16:48:00,2024-06-02 21:48:00,BNKREF10000561
SET0000563,MER000052,PAY0001353,ACC000052,65291,Completed,2024-11-23 21:08:00,2024-11-25 16:08:00,BNKREF10000562
SET0000564,MER000038,PAY0000532,ACC000038,92908,Completed,2025-03-04 12:24:00,2025-03-06 03:24:00,BNKREF10000563
SET0000565,MER000025,PAY0000703,ACC000025,88163,Completed,2024-08-15 21:34:00,2024-08-17 05:34:00,BNKREF10000564
SET0000566,MER000046,PAY0001039,ACC000046,23841,Completed,2024-11-03 05:53:00,2024-11-04 18:53:00,BNKREF10000565
SET0000567,MER000038,PAY0000200,ACC000038,24095,Completed,2025-04-27 04:47:00,2025-04-28 17:47:00,BNKREF10000566
SET0000568,MER000043,PAY0001341,ACC000043,55212,Completed,2024-04-01 07:22:00,2024-04-02 04:22:00,BNKREF10000567
SET0000569,MER000043,PAY0000762,ACC000043,61774,Completed,2024-09-23 18:18:00,2024-09-24 03:18:00,BNKREF10000568
SET0000570,MER000007,PAY0001300,ACC000007,25599,Initiated,2025-08-20 18:39:00,,
SET0000571,MER000065,PAY0000246,ACC000065,19862,Completed,2025-11-28 12:33:00,2025-11-28 17:33:00,BNKREF10000570
SET0000572,MER000018,PAY0000411,ACC000018,18872,Completed,2024-12-16 13:36:00,2024-12-17 20:36:00,BNKREF10000571
SET0000573,MER000041,PAY0001466,ACC000041,41179,Completed,2024-07-03 02:31:00,2024-07-03 15:31:00,BNKREF10000572
SET0000574,MER000008,PAY0000010,ACC000008,75634,Completed,2025-04-07 08:13:00,2025-04-07 20:13:00,BNKREF10000573
SET0000575,MER000021,PAY0001003,ACC000021,52973,Completed,2024-03-31 04:39:00,2024-04-01 09:39:00,BNKREF10000574
SET0000576,MER000055,PAY0000978,ACC000055,49003,Completed,2025-01-27 00:02:00,2025-01-29 00:02:00,BNKREF10000575
SET0000577,MER000002,PAY0000660,ACC000002,96254,Completed,2025-06-27 06:01:00,2025-06-29 00:01:00,BNKREF10000576
SET0000578,MER000032,PAY0000464,ACC000032,66073,Initiated,2024-12-18 09:08:00,,
SET0000579,MER000040,PAY0000343,ACC000040,95498,Completed,2024-03-07 01:19:00,2024-03-08 08:19:00,BNKREF10000578
SET0000580,MER000067,PAY0001222,ACC000067,45022,Completed,2025-06-20 10:27:00,2025-06-20 20:27:00,BNKREF10000579
SET0000581,MER000063,PAY0000736,ACC000063,2606,Completed,2024-07-11 05:58:00,2024-07-12 08:58:00,BNKREF10000580
SET0000582,MER000030,PAY0000460,ACC000030,66243,Initiated,2024-05-14 06:46:00,,
SET0000583,MER000022,PAY0000253,ACC000022,84028,Completed,2025-01-10 22:41:00,2025-01-12 00:41:00,BNKREF10000582
SET0000584,MER000033,PAY0001096,ACC000033,14270,Failed,2025-09-30 01:38:00,2025-10-01 21:38:00,BNKREF10000583
SET0000585,MER000003,PAY0000099,ACC000003,33226,Completed,2024-04-28 13:28:00,2024-04-30 02:28:00,BNKREF10000584
SET0000586,MER000061,PAY0001438,ACC000061,39567,Completed,2024-06-05 06:44:00,2024-06-05 08:44:00,BNKREF10000585
SET0000587,MER000054,PAY0001356,ACC000054,91945,Completed,2024-04-13 21:33:00,2024-04-15 13:33:00,BNKREF10000586
SET0000588,MER000018,PAY0000858,ACC000018,15043,Completed,2024-04-17 16:46:00,2024-04-18 12:46:00,BNKREF10000587
SET0000589,MER000014,PAY0001020,ACC000014,26533,Completed,2024-07-22 19:12:00,2024-07-24 06:12:00,BNKREF10000588
SET0000590,MER000046,PAY0001441,ACC000046,65158,Initiated,2025-02-23 09:10:00,,
SET0000591,MER000027,PAY0001410,ACC000027,88132,Initiated,2025-05-07 10:15:00,,
SET0000592,MER000012,PAY0000227,ACC000012,11907,Initiated,2025-08-10 21:31:00,,
SET0000593,MER000066,PAY0000154,ACC000066,34719,Completed,2024-04-13 08:41:00,2024-04-14 04:41:00,BNKREF10000592
SET0000594,MER000060,PAY0000103,ACC000060,38185,Initiated,2024-04-12 05:55:00,,
SET0000595,MER000047,PAY0001387,ACC000047,99479,Initiated,2024-11-16 13:47:00,,
SET0000596,MER000006,PAY0000020,ACC000006,57472,Completed,2024-05-21 21:41:00,2024-05-22 21:41:00,BNKREF10000595
SET0000597,MER000035,PAY0000191,ACC000035,52561,Initiated,2025-01-16 10:11:00,,
SET0000598,MER000059,PAY0000557,ACC000059,85145,Completed,2025-01-29 22:54:00,2025-01-31 02:54:00,BNKREF10000597
SET0000599,MER000022,PAY0000232,ACC000022,20992,Initiated,2024-05-15 22:46:00,,
SET0000600,MER000014,PAY0000853,ACC000014,23858,Completed,2025-08-27 15:51:00,2025-08-28 21:51:00,BNKREF10000599
SET0000601,MER000049,PAY0000735,ACC000049,17225,Completed,2025-09-18 00:55:00,2025-09-20 00:55:00,BNKREF10000600
SET0000602,MER000062,PAY0001000,ACC000062,34390,Initiated,2024-04-25 13:28:00,,
SET0000603,MER000041,PAY0000026,ACC000041,74157,Completed,2025-11-25 16:49:00,2025-11-27 16:49:00,BNKREF10000602
SET0000604,MER000029,PAY0001372,ACC000029,12583,Completed,2024-12-12 16:33:00,2024-12-14 09:33:00,BNKREF10000603
SET0000605,MER000056,PAY0001356,ACC000056,50546,Completed,2024-09-11 15:22:00,2024-09-13 10:22:00,BNKREF10000604
SET0000606,MER000020,PAY0001144,ACC000020,66365,Completed,2025-09-19 01:00:00,2025-09-19 13:00:00,BNKREF10000605
SET0000607,MER000061,PAY0001016,ACC000061,43471,Completed,2024-06-18 02:48:00,2024-06-18 19:48:00,BNKREF10000606
SET0000608,MER000036,PAY0000104,ACC000036,30901,Completed,2025-06-03 07:35:00,2025-06-04 10:35:00,BNKREF10000607
SET0000609,MER000011,PAY0000941,ACC000011,65433,Initiated,2025-03-30 18:28:00,,
SET0000610,MER000058,PAY0000648,ACC000058,52979,Completed,2024-05-01 15:47:00,2024-05-01 23:47:00,BNKREF10000609
SET0000611,MER000053,PAY0000074,ACC000053,81242,Completed,2025-07-24 17:00:00,2025-07-26 09:00:00,BNKREF10000610
SET0000612,MER000039,PAY0001042,ACC000039,47724,Completed,2025-07-29 06:41:00,2025-07-30 05:41:00,BNKREF10000611
SET0000613,MER000007,PAY0000457,ACC000007,62114,Completed,2025-04-10 10:35:00,2025-04-12 02:35:00,BNKREF10000612
SET0000614,MER000047,PAY0001467,ACC000047,387,Completed,2025-04-08 03:06:00,2025-04-08 19:06:00,BNKREF10000613
SET0000615,MER000044,PAY0000728,ACC000044,14035,Completed,2025-10-10 09:35:00,2025-10-12 07:35:00,BNKREF10000614
SET0000616,MER000006,PAY0000337,ACC000006,53736,Completed,2025-05-19 04:52:00,2025-05-21 04:52:00,BNKREF10000615
SET0000617,MER000014,PAY0000521,ACC000014,51597,Initiated,2025-09-17 06:12:00,,
SET0000618,MER000028,PAY0000937,ACC000028,54425,Initiated,2024-07-14 22:21:00,,
SET0000619,MER000006,PAY0001297,ACC000006,60050,Completed,2025-11-19 18:07:00,2025-11-21 00:07:00,BNKREF10000618
SET0000620,MER000065,PAY0000276,ACC000065,56829,Completed,2025-05-25 00:33:00,2025-05-26 13:33:00,BNKREF10000619
SET0000621,MER000062,PAY0001042,ACC000062,13673,Completed,2024-06-30 22:37:00,2024-07-01 08:37:00,BNKREF10000620
SET0000622,MER000050,PAY0001347,ACC000050,54975,Completed,2025-09-06 19:56:00,2025-09-07 21:56:00,BNKREF10000621
SET0000623,MER000032,PAY0000561,ACC000032,18211,Completed,2025-02-11 10:18:00,2025-02-11 20:18:00,BNKREF10000622
SET0000624,MER000053,PAY0001234,ACC000053,93406,Completed,2025-06-08 09:53:00,2025-06-09 07:53:00,BNKREF10000623
SET0000625,MER000028,PAY0000412,ACC000028,88229,Completed,2024-08-02 19:45:00,2024-08-03 19:45:00,BNKREF10000624
SET0000626,MER000017,PAY0001455,ACC000017,42355,Completed,2025-10-27 05:32:00,2025-10-28 23:32:00,BNKREF10000625
SET0000627,MER000015,PAY0000722,ACC000015,93177,Completed,2025-07-29 15:37:00,2025-07-31 11:37:00,BNKREF10000626
SET0000628,MER000054,PAY0001381,ACC000054,68615,Completed,2025-06-30 09:56:00,2025-06-30 11:56:00,BNKREF10000627
SET0000629,MER000014,PAY0000052,ACC000014,35093,Completed,2025-01-25 04:03:00,2025-01-25 18:03:00,BNKREF10000628
SET0000630,MER000021,PAY0000587,ACC000021,38784,Completed,2025-11-30 08:09:00,2025-12-02 06:09:00,BNKREF10000629
SET0000631,MER000027,PAY0001109,ACC000027,88642,Completed,2024-02-03 11:52:00,2024-02-05 04:52:00,BNKREF10000630
SET0000632,MER000029,PAY0001326,ACC000029,37801,Completed,2025-07-28 12:15:00,2025-07-30 10:15:00,BNKREF10000631
SET0000633,MER000007,PAY0000782,ACC000007,72468,Failed,2025-01-31 13:50:00,2025-02-01 11:50:00,BNKREF10000632
SET0000634,MER000007,PAY0000027,ACC000007,29663,Completed,2024-09-14 06:39:00,2024-09-15 12:39:00,BNKREF10000633
SET0000635,MER000048,PAY0001206,ACC000048,25462,Completed,2025-07-13 23:38:00,2025-07-15 23:38:00,BNKREF10000634
SET0000636,MER000038,PAY0000920,ACC000038,96448,Completed,2024-06-30 21:04:00,2024-07-01 10:04:00,BNKREF10000635
SET0000637,MER000066,PAY0000245,ACC000066,17148,Completed,2025-01-21 01:27:00,2025-01-21 19:27:00,BNKREF10000636
SET0000638,MER000021,PAY0001197,ACC000021,5335,Completed,2024-09-18 00:21:00,2024-09-18 11:21:00,BNKREF10000637
SET0000639,MER000020,PAY0000661,ACC000020,86855,Completed,2025-09-03 01:49:00,2025-09-04 18:49:00,BNKREF10000638
SET0000640,MER000039,PAY0001005,ACC000039,92857,Initiated,2025-08-09 17:22:00,,
SET0000641,MER000041,PAY0001077,ACC000041,66309,Initiated,2024-08-13 05:33:00,,
SET0000642,MER000021,PAY0000852,ACC000021,29092,Initiated,2025-07-10 17:25:00,,
SET0000643,MER000028,PAY0001359,ACC000028,69633,Completed,2024-12-05 10:23:00,2024-12-07 03:23:00,BNKREF10000642
SET0000644,MER000061,PAY0001150,ACC000061,31602,Completed,2025-10-26 00:07:00,2025-10-27 06:07:00,BNKREF10000643
SET0000645,MER000032,PAY0000082,ACC000032,50677,Completed,2025-11-29 10:24:00,2025-11-29 19:24:00,BNKREF10000644
SET0000646,MER000033,PAY0001107,ACC000033,67511,Completed,2024-10-16 00:58:00,2024-10-17 01:58:00,BNKREF10000645
SET0000647,MER000066,PAY0000913,ACC000066,42084,Completed,2025-05-13 01:18:00,2025-05-13 15:18:00,BNKREF10000646
SET0000648,MER000066,PAY0000169,ACC000066,82273,Completed,2024-04-08 05:49:00,2024-04-08 07:49:00,BNKREF10000647
SET0000649,MER000009,PAY0000432,ACC000009,55701,Completed,2025-11-17 20:49:00,2025-11-19 17:49:00,BNKREF10000648
SET0000650,MER000014,PAY0000422,ACC000014,84846,Failed,2025-07-04 22:56:00,2025-07-06 03:56:00,BNKREF10000649
SET0000651,MER000010,PAY0001406,ACC000010,11571,Completed,2024-06-06 00:29:00,2024-06-06 04:29:00,BNKREF10000650
SET0000652,MER000010,PAY0000112,ACC000010,29937,Initiated,2024-07-01 08:35:00,,
SET0000653,MER000034,PAY0000835,ACC000034,2313,Completed,2025-02-01 14:40:00,2025-02-02 12:40:00,BNKREF10000652
SET0000654,MER000050,PAY0001379,ACC000050,8388,Completed,2024-05-01 17:00:00,2024-05-03 10:00:00,BNKREF10000653
SET0000655,MER000006,PAY0001436,ACC000006,89999,Completed,2024-03-15 11:59:00,2024-03-16 07:59:00,BNKREF10000654
SET0000656,MER000039,PAY0001243,ACC000039,51888,Completed,2024-03-29 09:48:00,2024-03-30 11:48:00,BNKREF10000655
SET0000657,MER000004,PAY0000971,ACC000004,51348,Initiated,2024-06-09 17:14:00,,
